study,nps,pain
ie2,5.65779862830299,13.05
ie2,52.9263156329609,36.8404761901429
ie2,15.4548253556861,5.71354166671875
ie2,47.7546711901553,34.8137254902941
ie2,87.9515165257006,28.3214285714286
ie2,15.7520587542877,47.0166666668571
ie2,14.8546108654316,35.3999999997143
ie2,63.1610887106018,27.9585714285714
ie2,24.4066205726973,42.67
ie2,18.469861919878,27.3014492753623
ilcp,-3.1573990347481,29.921875
ilcp,2.79245223895763,43.859375
ilcp,8.81482420634046,18.546875
ilcp,12.4324187857177,41.71875
ilcp,3.82593378311108,24.703125
ilcp,4.70731946721278,38.796875
ilcp,7.78756131655362,24.75
ilcp,5.83437999333541,30.140625
ilcp,2.39486943129321,47.265625
ilcp,7.44211683318031,28
ilcp,1.88458137954385,41.5625
ilcp,8.17453889969444,54.6875
ilcp,0.69949416442482,26.234375
ilcp,12.363661590603,39.71875
ilcp,9.88274924150944,17.65625
ilcp,11.8042384307895,41.1875
ilcp,10.4072251526112,22.640625
ilcp,6.21465582319084,22.765625
ilcp,13.1246855085307,50.828125
ilcp,9.21299185147907,21.53125
ilcp,3.04263184688316,37.375
ilcp,6.81871125158602,34.953125
ilcp,2.69598559989328,38.734375
ilcp,12.1811623235431,37.734375
ilcp,3.958657726577,40.1875
ilcp,10.5732998883816,31.671875
ilcp,4.10496750819048,53.296875
ilcp,11.1584021891689,43.625
ilcp,10.00454458354,45.21875
nsf,236.652017743503,3.72480615733333
nsf,294.351597884739,3.52790693425
nsf,339.956198962539,4.25891467979167
nsf,380.106049676456,4.58599478028889
nsf,258.337774831119,3.16323598246809
nsf,463.536693216049,4.30805440331707
nsf,539.633915444214,5.66786463222727
nsf,142.59042312263,3.32684381308571
nsf,340.671009279501,4.0627906505
nsf,248.877330438869,4.22473568079545
nsf,386.474040805727,3.47751933779167
nsf,456.884547586095,3.3068755913913
nsf,152.861310167641,4.04459044843478
nsf,206.387323768601,3.82750988114634
nsf,-32.6857555687032,2.48656327411111
nsf,258.390928188183,4.630232506
nsf,341.249983363671,3.78047588823256
nsf,35.7802810541387,3.34527127693333
nsf,268.845853726426,3.35094126580952
nsf,111.193195997584,3.90169128615909
nsf,286.187757940401,3.30503871914583
nsf,262.390463834476,4.02203760545238
nsf,177.332168140151,3.96705421722917
nsf,253.915993296095,2.955813916
nsf,280.362437904751,4.21966168506818
nsf,277.427713414663,4.29615768586957
scebl,26.9906282485686,15.8753583568206
scebl,54.3916297776474,11.1465036773156
scebl,32.1647324786779,54.5378416309286
scebl,72.1486899387444,23.6896539210587
scebl,40.3318062835034,40.0062954043548
scebl,78.5305075521196,49.054876110652
scebl,90.1617224881126,9.56042193365511
scebl,39.8241835338082,17.504902272405
scebl,57.8433773750122,41.1858107022734
scebl,18.396364632623,48.0738103737463
scebl,98.7869651940475,48.4102074235808
scebl,45.9422663030644,42.0803431472553
scebl,15.4375586795663,15.4717862412052
scebl,73.0266194293685,40.8852371102428
scebl,63.6639348326016,45.15779796538
scebl,65.8805875021587,23.3086162890564
scebl,-1.9795981534227,23.7838905688735
scebl,113.319968954453,45.4417806251437
scebl,78.7064779698219,33.2034982883548
scebl,70.8113464242774,0.947698804872456
scebl,47.2358283890067,38.8888216864847
scebl,110.161087603004,41.6710012217397
scebl,72.459065234331,58.6720964529227
scebl,44.1637981449211,19.8120318404124
scebl,80.226199204165,44.1689145870883
scebl,55.452283507877,31.1197880492296
